calendar_date,julian_date,pot_ID,species,census,pendant_ID,table_ID,lightbulb_strength,factor,number_planted,number_germinated,soil_moisture
18/04/2021,108,25,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,5
18/04/2021,108,26,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,4
18/04/2021,108,27,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,4
18/04/2021,108,28,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,3
18/04/2021,108,29,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,2
18/04/2021,108,30,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,6
18/04/2021,108,31,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,1,6
18/04/2021,108,32,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,7
18/04/2021,108,33,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,2
18/04/2021,108,34,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,4
18/04/2021,108,35,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,5
18/04/2021,108,36,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,7
18/04/2021,108,37,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,7
18/04/2021,108,38,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,2
18/04/2021,108,39,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,4
18/04/2021,108,40,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,3
18/04/2021,108,41,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,4
18/04/2021,108,42,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,3
18/04/2021,108,43,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,5
18/04/2021,108,44,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,5
18/04/2021,108,45,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,8
18/04/2021,108,46,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,5
18/04/2021,108,47,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,4
18/04/2021,108,48,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,6
18/04/2021,108,49,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,6
18/04/2021,108,50,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,3
18/04/2021,108,51,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,4
18/04/2021,108,52,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,4
18/04/2021,108,53,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,7
18/04/2021,108,54,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,5
18/04/2021,108,55,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,4
18/04/2021,108,56,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,5
18/04/2021,108,57,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,4
18/04/2021,108,58,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,2
18/04/2021,108,59,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,9
18/04/2021,108,60,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,8
18/04/2021,108,61,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,5
18/04/2021,108,62,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,4
